symbol,sector,close_now,as_of_date,price_score,ath_proximity_score,sector_flow_score,deal_score,corporate_score,base_score,market_regime,regime_multiplier,bull_run_score,label,trend_signal,driving_participant,ret_30d,ret_90d,ret_365d,vol_ratio
SHADOWFAX,LOGISTICS,258.6,2026-08-17,82.75,96.14,35.49,47.09,50.0,63.93,NEUTRAL,0.9,57.54,EMERGING,INSUFFICIENT_DATA,RETAIL,26.78,37.14,,0.414
KAJARIACER,CAPITAL_GOODS,1251.6,2026-08-17,64.53,93.48,37.1,50.0,77.78,63.92,NEUTRAL,0.9,57.53,EMERGING,STRONG_UPTREND,RETAIL,0.79,17.59,0.89,1.196
CNL,RETAIL,1252.1,2026-08-17,84.27,98.74,39.26,47.09,38.89,63.92,NEUTRAL,0.9,57.53,EMERGING,INSUFFICIENT_DATA,RETAIL,36.48,96.58,,0.08
METROGLOBL,OTHER,154.74,2026-08-17,81.82,87.56,42.21,50.0,50.0,63.91,NEUTRAL,0.9,57.52,EMERGING,INSUFFICIENT_DATA,RETAIL,18.34,19.94,,14.348
RPTECH,IT,871.85,2026-08-17,91.46,80.2,37.5,50.0,50.0,63.9,NEUTRAL,0.9,57.51,EMERGING,STRONG_UPTREND,RETAIL,14.64,71.78,208.29,0.493
KSHINTL,CAPITAL_GOODS,1022.35,2026-08-17,81.41,92.92,37.1,50.0,50.0,63.86,NEUTRAL,0.9,57.47,EMERGING,INSUFFICIENT_DATA,RETAIL,13.18,60.94,,0.647
HNDFDS,FMCG,608.45,2026-08-17,79.23,98.26,34.44,50.0,50.0,63.85,NEUTRAL,0.9,57.46,EMERGING,STRONG_UPTREND,RETAIL,7.87,16.98,14.87,1.433
NAUKRI,RETAIL,1355.8,2026-08-17,82.53,89.14,39.26,50.0,50.0,63.81,NEUTRAL,0.9,57.43,EMERGING,STRONG_UPTREND,RETAIL,12.33,46.08,-2.86,1.291
BOSCHLTD,AUTO,46970.0,2026-08-17,84.35,96.82,37.52,50.0,38.89,63.79,NEUTRAL,0.9,57.41,EMERGING,STRONG_UPTREND,RETAIL,14.25,24.46,18.88,0.746
SAILIFE,CHEMICALS,1416.4,2026-08-17,85.21,92.06,32.75,50.0,50.0,63.76,NEUTRAL,0.9,57.38,EMERGING,STRONG_UPTREND,RETAIL,9.38,29.84,64.49,0.645
AJANTPHARM,PHARMA,3718.2,2026-08-17,81.81,98.94,34.05,50.0,44.44,63.72,NEUTRAL,0.9,57.35,EMERGING,STRONG_UPTREND,RETAIL,7.69,17.03,44.17,1.004
KRN,OTHER,1539.7,2026-08-17,71.08,99.74,42.21,50.0,50.0,63.66,NEUTRAL,0.9,57.29,EMERGING,INSUFFICIENT_DATA,RETAIL,,31.31,69.7,2.443
KTKBANK,BANKING,306.5,2026-08-17,85.8,93.5,38.23,50.0,38.89,63.63,NEUTRAL,0.9,57.27,EMERGING,STRONG_UPTREND,DII,12.05,24.54,80.09,0.384
UNITDSPR,FMCG,1545.0,2026-08-17,80.49,99.52,34.44,50.0,44.44,63.58,NEUTRAL,0.9,57.22,EMERGING,STRONG_UPTREND,RETAIL,11.83,16.98,18.59,0.421
HALDER,AGRICULTURE,294.92,2026-08-17,84.19,84.9,40.11,50.0,50.0,63.55,NEUTRAL,0.9,57.2,EMERGING,INSUFFICIENT_DATA,DII,28.24,28.28,,1.09
AETHER,CHEMICALS,1605.7,2026-08-17,82.96,93.7,32.75,50.0,50.0,63.53,NEUTRAL,0.9,57.18,EMERGING,STRONG_UPTREND,RETAIL,7.1,44.46,118.17,0.264
SIGIND,MEDIA,71.15,2026-08-17,85.81,89.86,41.2,50.0,38.89,63.5,NEUTRAL,0.9,57.15,EMERGING,STRONG_UPTREND,RETAIL,54.24,44.64,,0.629
ADOR,CAPITAL_GOODS,1525.3,2026-08-17,87.83,91.02,37.1,50.0,38.89,63.42,NEUTRAL,0.9,57.08,EMERGING,STRONG_UPTREND,RETAIL,12.75,44.74,67.74,0.303
DIVISLAB,PHARMA,8481.5,2026-08-17,86.36,95.56,34.05,50.0,38.89,63.35,NEUTRAL,0.9,57.02,EMERGING,STRONG_UPTREND,RETAIL,15.93,25.46,37.01,0.473
POLYPLEX,CHEMICALS,1210.8,2026-08-17,87.3,91.58,32.75,50.0,44.44,63.36,NEUTRAL,0.9,57.02,EMERGING,STRONG_UPTREND,RETAIL,13.82,34.66,19.89,1.366
ROSSTECH,DEFENCE,1108.9,2026-08-17,85.81,93.18,37.11,50.0,38.89,63.34,NEUTRAL,0.9,57.01,EMERGING,STRONG_UPTREND,DII,9.08,25.0,70.27,1.998
HAL,DEFENCE,5059.0,2026-08-17,83.02,96.46,37.11,50.0,38.89,63.3,NEUTRAL,0.9,56.97,EMERGING,STRONG_UPTREND,DII,14.1,15.34,15.41,1.61
RSL,METAL,164.9,2026-08-17,80.05,91.76,39.98,47.09,50.0,63.28,NEUTRAL,0.9,56.95,EMERGING,INSUFFICIENT_DATA,DII,28.04,18.92,,0.413
LALPATHLAB,HEALTHCARE,1877.3,2026-08-17,62.67,88.78,40.84,50.0,77.78,63.26,NEUTRAL,0.9,56.93,EMERGING,STRONG_UPTREND,RETAIL,8.35,17.12,-43.26,0.287
GLAND,PHARMA,2910.2,2026-08-17,89.26,91.48,34.05,50.0,38.89,63.25,NEUTRAL,0.9,56.92,EMERGING,STRONG_UPTREND,RETAIL,15.05,55.77,50.98,0.437
ARVSMART,REALTY,670.35,2026-08-17,77.94,93.24,40.96,47.09,50.0,63.24,NEUTRAL,0.9,56.92,EMERGING,STRONG_UPTREND,DII,11.87,13.65,10.52,0.3
LASERPOWER,OTHER,324.35,2026-08-17,74.24,96.6,42.21,47.09,50.0,63.24,NEUTRAL,0.9,56.92,EMERGING,INSUFFICIENT_DATA,RETAIL,23.6,,,1.557
ELGIEQUIP,CAPITAL_GOODS,624.2,2026-08-17,82.25,96.96,37.1,50.0,38.89,63.21,NEUTRAL,0.9,56.89,EMERGING,STRONG_UPTREND,RETAIL,7.32,19.29,29.15,2.41
GSPCROP,CHEMICALS,589.75,2026-08-17,81.4,94.06,32.75,50.0,50.0,63.21,NEUTRAL,0.9,56.89,EMERGING,INSUFFICIENT_DATA,RETAIL,19.62,37.86,,0.449
SSWL,AUTO,309.5,2026-08-17,88.68,88.48,37.52,50.0,38.89,63.2,NEUTRAL,0.9,56.88,EMERGING,STRONG_UPTREND,RETAIL,16.6,49.92,44.48,0.42
DYCL,CAPITAL_GOODS,465.35,2026-08-17,85.03,96.36,37.1,47.09,38.89,63.2,NEUTRAL,0.9,56.88,EMERGING,STRONG_UPTREND,RETAIL,18.32,51.11,6.16,0.36
VIJAYA,HEALTHCARE,1506.6,2026-08-17,76.88,91.56,40.84,50.0,50.0,63.2,NEUTRAL,0.9,56.88,EMERGING,STRONG_UPTREND,RETAIL,6.66,13.35,49.32,0.503
MUNJALAU,AUTO,119.72,2026-08-17,88.32,83.34,37.52,47.09,50.0,63.17,NEUTRAL,0.9,56.85,EMERGING,STRONG_UPTREND,RETAIL,12.69,33.6,32.55,2.589
HEG,CAPITAL_GOODS,698.3,2026-08-17,82.47,96.38,37.1,50.0,38.89,63.15,NEUTRAL,0.9,56.84,EMERGING,STRONG_UPTREND,RETAIL,14.77,11.8,46.03,0.407
NAM-INDIA,AMC,1202.7,2026-08-17,73.93,95.0,44.87,50.0,44.44,63.12,NEUTRAL,0.9,56.81,EMERGING,STRONG_UPTREND,DII,4.45,9.28,45.66,1.062
DEEDEV,OTHER,650.55,2026-08-17,71.8,96.1,42.21,50.0,50.0,63.11,NEUTRAL,0.9,56.8,EMERGING,INSUFFICIENT_DATA,RETAIL,,29.75,140.23,2.283
ARTEMISMED,HEALTHCARE,314.4,2026-08-17,82.07,92.94,40.84,50.0,38.89,63.11,NEUTRAL,0.9,56.8,EMERGING,STRONG_UPTREND,RETAIL,14.16,12.37,41.52,0.465
ASKAUTOLTD,AUTO,649.2,2026-08-17,90.22,88.8,37.52,47.09,38.89,63.07,NEUTRAL,0.9,56.76,EMERGING,STRONG_UPTREND,RETAIL,33.86,41.45,31.51,0.301
SHRIPISTON,AUTO,4436.6,2026-08-17,80.81,93.4,37.52,50.0,44.44,63.05,NEUTRAL,0.9,56.74,EMERGING,STRONG_UPTREND,RETAIL,5.73,31.04,72.77,0.777
BLUESTONE,FMCG,834.65,2026-08-17,92.67,80.26,34.44,47.09,50.0,63.03,NEUTRAL,0.9,56.73,EMERGING,STRONG_UPTREND,RETAIL,37.91,75.59,54.02,0.121
SHAILY,CAPITAL_GOODS,3396.3,2026-08-17,88.65,87.9,37.1,50.0,38.89,63.0,NEUTRAL,0.9,56.7,EMERGING,STRONG_UPTREND,RETAIL,25.2,22.69,58.25,0.303
ENTERO,PHARMA,1401.6,2026-08-17,81.9,90.98,34.05,50.0,50.0,62.98,NEUTRAL,0.9,56.68,EMERGING,STRONG_UPTREND,RETAIL,16.28,17.55,15.8,0.33
GAEL,AGRICULTURE,172.75,2026-08-17,79.54,87.74,40.11,50.0,50.0,62.96,NEUTRAL,0.9,56.66,EMERGING,STRONG_UPTREND,DII,16.54,6.12,68.7,0.239
BALRAMCHIN,FMCG,655.75,2026-08-17,83.26,97.06,34.44,50.0,38.89,62.95,NEUTRAL,0.9,56.66,EMERGING,STRONG_UPTREND,RETAIL,9.66,21.53,17.37,1.688
ARIES,CHEMICALS,434.65,2026-08-17,86.05,95.34,32.75,50.0,38.89,62.96,NEUTRAL,0.9,56.66,EMERGING,STRONG_UPTREND,RETAIL,26.3,22.9,1.36,3.355
JGCHEM,CHEMICALS,600.8,2026-08-17,90.93,83.74,32.75,47.09,50.0,62.95,NEUTRAL,0.9,56.66,EMERGING,STRONG_UPTREND,RETAIL,35.47,53.01,25.57,0.42
ANTHEM,PHARMA,898.0,2026-08-17,82.08,98.68,34.05,50.0,38.89,62.9,NEUTRAL,0.9,56.61,EMERGING,STRONG_UPTREND,RETAIL,18.32,14.64,7.44,0.758
ACE,AUTO,1113.7,2026-08-17,79.2,90.38,37.52,50.0,50.0,62.88,NEUTRAL,0.9,56.59,EMERGING,STRONG_UPTREND,RETAIL,10.96,25.38,6.8,0.384
AKUMS,PHARMA,744.0,2026-08-17,87.25,92.0,34.05,50.0,38.89,62.86,NEUTRAL,0.9,56.57,EMERGING,STRONG_UPTREND,RETAIL,8.94,43.92,55.94,0.847
FCL,CHEMICALS,43.41,2026-08-17,71.1,84.02,32.75,50.0,77.78,62.8,NEUTRAL,0.9,56.52,EMERGING,STRONG_UPTREND,RETAIL,13.19,70.64,-82.02,0.568
MARINE,CAPITAL_GOODS,367.1,2026-08-17,86.74,89.22,37.1,50.0,38.89,62.78,NEUTRAL,0.9,56.5,EMERGING,STRONG_UPTREND,RETAIL,44.87,67.82,,0.703
GNFC,CHEMICALS,600.65,2026-08-17,85.41,95.02,32.75,50.0,38.89,62.74,NEUTRAL,0.9,56.47,EMERGING,STRONG_UPTREND,RETAIL,17.09,16.78,14.12,3.875
THELEELA,HOSPITALITY,503.0,2026-08-17,76.62,90.9,39.46,50.0,50.0,62.73,NEUTRAL,0.9,56.46,EMERGING,STRONG_UPTREND,MIXED,3.66,21.45,22.82,1.529
EXIDEIND,AUTO,475.7,2026-08-17,84.23,91.66,37.52,50.0,38.89,62.73,NEUTRAL,0.9,56.46,EMERGING,STRONG_UPTREND,RETAIL,12.91,36.28,19.88,0.449
AMBALALSA,PHARMA,45.7,2026-08-17,87.24,82.88,34.05,50.0,50.0,62.7,NEUTRAL,0.9,56.43,EMERGING,INSUFFICIENT_DATA,RETAIL,46.38,40.49,,1.27
TITAN,FMCG,5068.5,2026-08-17,82.97,96.14,34.44,50.0,38.89,62.69,NEUTRAL,0.9,56.42,EMERGING,STRONG_UPTREND,RETAIL,9.57,21.57,41.03,0.602
WSTCSTPAPR,CHEMICALS,605.5,2026-08-17,84.2,87.76,32.75,50.0,50.0,62.65,NEUTRAL,0.9,56.38,EMERGING,STRONG_UPTREND,RETAIL,15.06,29.63,16.42,0.455
M&MFIN,FINANCIAL_SERVICES,388.9,2026-08-17,86.75,87.42,38.17,50.0,38.89,62.64,NEUTRAL,0.9,56.38,EMERGING,STRONG_UPTREND,RETAIL,20.83,21.28,49.29,0.218
NAZARA,IT,350.1,2026-08-17,65.37,93.42,37.5,50.0,66.67,62.53,NEUTRAL,0.9,56.28,EMERGING,STRONG_UPTREND,RETAIL,13.65,16.72,-69.1,0.213
PRUDENT,FINANCIAL_SERVICES,3338.0,2026-08-17,82.92,94.4,38.17,47.09,38.89,62.5,NEUTRAL,0.9,56.25,EMERGING,STRONG_UPTREND,RETAIL,16.56,17.85,17.6,0.452
APARINDS,CHEMICALS,16524.0,2026-08-17,90.44,78.98,32.75,50.0,50.0,62.46,NEUTRAL,0.9,56.21,EMERGING,STRONG_UPTREND,RETAIL,16.33,30.62,109.66,0.8
OMAXE,REALTY,100.83,2026-08-17,78.5,85.68,40.96,50.0,50.0,62.45,NEUTRAL,0.9,56.21,EMERGING,STRONG_UPTREND,DII,4.71,27.05,14.68,1.515
FLUOROCHEM,CHEMICALS,4707.5,2026-08-17,87.81,89.86,32.75,50.0,38.89,62.31,NEUTRAL,0.9,56.08,EMERGING,STRONG_UPTREND,RETAIL,14.15,26.77,39.25,1.072
URBANCO,RETAIL,144.6,2026-08-17,73.59,43.76,39.26,98.89,50.0,62.28,NEUTRAL,0.9,56.05,EMERGING,STRONG_UPTREND,RETAIL,8.8,19.56,,0.416
MINDACORP,AUTO,725.15,2026-08-17,81.53,88.6,37.52,50.0,44.44,62.27,NEUTRAL,0.9,56.04,EMERGING,STRONG_UPTREND,RETAIL,6.18,38.07,45.32,0.953
CHOLAFIN,FINANCIAL_SERVICES,1884.7,2026-08-17,77.3,93.06,38.17,50.0,44.44,62.24,NEUTRAL,0.9,56.02,EMERGING,STRONG_UPTREND,RETAIL,5.34,21.88,27.67,0.509
EICHERMOT,AUTO,8050.0,2026-08-17,79.07,95.62,37.52,50.0,38.89,62.23,NEUTRAL,0.9,56.01,EMERGING,STRONG_UPTREND,RETAIL,8.51,14.76,30.87,0.796
COFORGE,IT,1806.0,2026-08-17,83.38,81.54,37.5,50.0,50.0,62.15,NEUTRAL,0.9,55.94,EMERGING,STRONG_UPTREND,RETAIL,17.99,40.86,3.83,0.34
THEJO,CAPITAL_GOODS,2118.1,2026-08-17,80.65,85.26,37.1,50.0,50.0,62.13,NEUTRAL,0.9,55.92,EMERGING,STRONG_UPTREND,RETAIL,11.33,22.97,10.54,0.381
APLAPOLLO,METAL,2081.3,2026-08-17,81.7,80.88,39.98,50.0,50.0,62.1,NEUTRAL,0.9,55.89,EMERGING,STRONG_UPTREND,DII,16.11,10.11,27.77,0.654
APOLLOPIPE,CAPITAL_GOODS,545.3,2026-08-17,76.76,96.86,37.1,47.09,44.44,62.07,NEUTRAL,0.9,55.86,EMERGING,STRONG_UPTREND,RETAIL,8.15,4.32,36.38,2.211
SOLARINDS,CHEMICALS,20000.0,2026-08-17,81.86,96.08,32.75,50.0,38.89,62.06,NEUTRAL,0.9,55.85,EMERGING,STRONG_UPTREND,RETAIL,8.7,15.51,40.52,1.156
PPLPHARMA,PHARMA,204.73,2026-08-17,80.99,87.4,34.05,50.0,50.0,62.04,NEUTRAL,0.9,55.84,EMERGING,STRONG_UPTREND,RETAIL,17.13,17.08,8.12,0.371
BLSE,IT,310.8,2026-08-17,80.75,91.32,37.5,47.09,44.44,62.04,NEUTRAL,0.9,55.84,EMERGING,STRONG_UPTREND,RETAIL,15.65,61.8,,0.286
PREMIERPOL,OTHER,83.59,2026-08-17,74.51,95.64,42.21,50.0,38.89,62.03,NEUTRAL,0.9,55.83,EMERGING,INSUFFICIENT_DATA,RETAIL,7.0,,67.01,5.09
BEPL,CAPITAL_GOODS,122.89,2026-08-17,82.08,77.46,37.1,47.09,61.11,62.02,NEUTRAL,0.9,55.82,EMERGING,STRONG_UPTREND,RETAIL,12.04,28.68,16.97,0.079
LODHA,REALTY,1254.0,2026-08-17,76.09,86.48,40.96,50.0,50.0,62.01,NEUTRAL,0.9,55.81,EMERGING,STRONG_UPTREND,DII,6.44,47.54,1.39,0.366
TALBROAUTO,AUTO,423.45,2026-08-17,81.33,87.54,37.52,50.0,44.44,62.01,NEUTRAL,0.9,55.81,EMERGING,STRONG_UPTREND,RETAIL,6.09,31.38,62.46,0.908
SIL,CHEMICALS,20.29,2026-08-17,88.83,87.0,32.75,50.0,38.89,61.99,NEUTRAL,0.9,55.79,EMERGING,STRONG_UPTREND,RETAIL,26.89,32.1,7.01,1.581
WINDLAS,PHARMA,933.4,2026-08-17,74.29,81.68,34.05,47.09,72.22,61.97,NEUTRAL,0.9,55.77,EMERGING,STRONG_UPTREND,RETAIL,9.78,19.76,-5.36,0.405
HSCL,CHEMICALS,787.4,2026-08-17,84.61,92.16,32.75,50.0,38.89,61.97,NEUTRAL,0.9,55.77,EMERGING,STRONG_UPTREND,RETAIL,9.01,32.11,72.83,0.435
TASTYBITE,FMCG,10014.5,2026-08-17,83.79,91.3,34.44,50.0,38.89,61.93,NEUTRAL,0.9,55.74,EMERGING,STRONG_UPTREND,RETAIL,12.4,31.63,4.26,2.034
UTTAMSUGAR,FMCG,283.0,2026-08-17,85.38,89.3,34.44,50.0,38.89,61.93,NEUTRAL,0.9,55.74,EMERGING,STRONG_UPTREND,RETAIL,20.66,16.8,7.54,3.666
VRLLOG,LOGISTICS,296.2,2026-08-17,83.22,90.98,35.49,50.0,38.89,61.93,NEUTRAL,0.9,55.74,EMERGING,STRONG_UPTREND,RETAIL,28.82,19.41,6.83,0.275
TTKHLTCARE,DIVERSIFIED,1138.4,2026-08-17,80.9,87.12,42.07,50.0,38.89,61.9,NEUTRAL,0.9,55.71,EMERGING,STRONG_UPTREND,DII,15.17,26.86,-0.36,0.707
ARVIND,TEXTILES,552.3,2026-08-17,79.32,84.1,38.69,50.0,50.0,61.89,NEUTRAL,0.9,55.7,EMERGING,STRONG_UPTREND,RETAIL,3.14,22.43,95.16,1.694
STYLAMIND,REALTY,3582.4,2026-08-17,86.68,72.64,40.96,50.0,50.0,61.89,NEUTRAL,0.9,55.7,EMERGING,STRONG_UPTREND,DII,10.24,34.99,114.4,0.365
PITTIENG,CAPITAL_GOODS,1046.55,2026-08-17,81.81,90.28,37.1,50.0,38.89,61.76,NEUTRAL,0.9,55.58,EMERGING,STRONG_UPTREND,RETAIL,10.26,16.15,13.12,1.72
STEL,FINANCIAL_SERVICES,591.4,2026-08-17,82.37,79.94,38.17,50.0,50.0,61.71,NEUTRAL,0.9,55.54,EMERGING,STRONG_UPTREND,RETAIL,6.04,29.65,31.5,1.735
SIGMAADV,OTHER,627.1,2026-08-17,68.23,93.54,42.21,50.0,50.0,61.71,NEUTRAL,0.9,55.54,EMERGING,INSUFFICIENT_DATA,RETAIL,10.25,,,1.0
BTML,MEDIA,8.95,2026-08-17,89.69,70.48,41.2,47.09,50.0,61.68,NEUTRAL,0.9,55.51,EMERGING,STRONG_UPTREND,RETAIL,43.43,36.02,10.63,0.796
GHCLTEXTIL,TEXTILES,120.08,2026-08-17,80.9,92.28,38.69,47.09,38.89,61.67,NEUTRAL,0.9,55.5,EMERGING,STRONG_UPTREND,RETAIL,4.61,37.11,55.75,0.631
JSFB,BANKING,548.85,2026-08-17,78.02,85.1,38.23,50.0,50.0,61.67,NEUTRAL,0.9,55.5,EMERGING,UPTREND,DII,10.28,11.82,11.54,0.737
HONASA,FMCG,481.65,2026-08-17,77.87,88.96,34.44,50.0,50.0,61.65,NEUTRAL,0.9,55.48,EMERGING,STRONG_UPTREND,RETAIL,2.46,36.06,62.34,1.325
REDINGTON,IT,332.8,2026-08-17,89.44,82.6,37.5,47.09,38.89,61.63,NEUTRAL,0.9,55.47,EMERGING,STRONG_UPTREND,RETAIL,20.54,50.39,42.53,0.229
LTM,IT,4700.0,2026-08-17,78.13,93.82,37.5,50.0,38.89,61.63,NEUTRAL,0.9,55.47,EMERGING,INSUFFICIENT_DATA,RETAIL,15.75,18.44,,0.676
KENNAMET,CAPITAL_GOODS,3551.7,2026-08-17,82.73,88.16,37.1,50.0,38.89,61.57,NEUTRAL,0.9,55.41,EMERGING,INSUFFICIENT_DATA,RETAIL,27.58,21.7,,0.937
MUKKA,AGRICULTURE,27.53,2026-08-17,82.99,76.3,40.11,50.0,50.0,61.53,NEUTRAL,0.9,55.38,EMERGING,STRONG_UPTREND,DII,19.33,16.85,3.5,2.495
STEELCAS,CAPITAL_GOODS,352.1,2026-08-17,70.17,95.18,37.1,50.0,50.0,61.5,NEUTRAL,0.9,55.35,EMERGING,STRONG_UPTREND,RETAIL,16.13,24.37,-67.53,0.643
UNIONBANK,BANKING,188.9,2026-08-17,84.97,83.86,38.23,50.0,38.89,61.49,NEUTRAL,0.9,55.34,EMERGING,STRONG_UPTREND,DII,11.93,16.65,45.68,1.01
IIFL,FINANCIAL_SERVICES,630.05,2026-08-17,85.03,86.68,38.17,47.09,38.89,61.48,NEUTRAL,0.9,55.33,EMERGING,STRONG_UPTREND,RETAIL,11.1,35.54,39.9,0.361
IDFCFIRSTB,BANKING,85.05,2026-08-17,78.67,91.64,38.23,50.0,38.89,61.48,NEUTRAL,0.9,55.33,EMERGING,STRONG_UPTREND,DII,7.28,25.72,23.69,0.32
TFCILTD,FINANCIAL_SERVICES,120.28,2026-08-17,79.31,89.42,38.17,47.09,44.44,61.43,NEUTRAL,0.9,55.29,EMERGING,STRONG_UPTREND,RETAIL,43.6,58.89,-60.56,2.287
MONARCH,FINANCIAL_SERVICES,389.05,2026-08-17,78.8,91.2,38.17,50.0,38.89,61.41,NEUTRAL,0.9,55.27,EMERGING,STRONG_UPTREND,RETAIL,7.34,29.81,20.45,0.164
SYRMA,CAPITAL_GOODS,1467.9,2026-08-17,79.96,90.26,37.1,50.0,38.89,61.3,NEUTRAL,0.9,55.17,EMERGING,STRONG_UPTREND,RETAIL,3.09,44.87,101.66,0.633
TRAVELFOOD,HOSPITALITY,1358.2,2026-08-17,75.89,84.68,39.46,50.0,50.0,61.3,NEUTRAL,0.9,55.17,EMERGING,STRONG_UPTREND,MIXED,4.44,23.65,12.62,0.834
TURTLEMINT,OTHER,150.15,2026-08-17,68.76,90.44,42.21,50.0,50.0,61.22,NEUTRAL,0.9,55.1,EMERGING,INSUFFICIENT_DATA,RETAIL,9.0,,,10.197
TATATECH,FMCG,841.65,2026-08-17,82.77,88.92,34.44,50.0,38.89,61.2,NEUTRAL,0.9,55.08,EMERGING,STRONG_UPTREND,RETAIL,9.94,35.65,23.93,0.334
KALYANKJIL,FMCG,610.0,2026-08-17,85.73,88.0,34.44,47.09,38.89,61.17,NEUTRAL,0.9,55.05,EMERGING,STRONG_UPTREND,RETAIL,11.6,72.78,22.39,0.428
ENDURANCE,AUTO,2978.2,2026-08-17,76.51,93.4,37.52,50.0,38.89,61.15,NEUTRAL,0.9,55.04,EMERGING,STRONG_UPTREND,RETAIL,7.77,16.86,6.1,1.936
ANDHRSUGAR,CHEMICALS,101.98,2026-08-17,85.24,90.2,32.75,47.09,38.89,61.15,NEUTRAL,0.9,55.04,EMERGING,STRONG_UPTREND,RETAIL,20.63,12.49,33.66,0.814
ORIENTELEC,FMCG,187.42,2026-08-17,57.19,71.16,34.44,95.29,44.44,61.14,NEUTRAL,0.9,55.03,EMERGING,STRONG_UPTREND,RETAIL,8.12,-2.76,-11.8,0.082
METROPOLIS,HEALTHCARE,550.75,2026-08-17,29.65,80.86,40.84,96.68,66.67,61.09,NEUTRAL,0.9,54.98,EMERGING,CONSOLIDATING,RETAIL,-4.79,4.14,-74.5,0.759
GRASIM,CEMENT,3250.5,2026-08-17,76.57,90.58,39.87,50.0,38.89,61.07,NEUTRAL,0.9,54.96,EMERGING,STRONG_UPTREND,DII,5.78,10.79,16.25,1.817
AARTIIND,CHEMICALS,526.7,2026-08-17,72.49,94.46,32.75,50.0,50.0,61.06,NEUTRAL,0.9,54.95,EMERGING,STRONG_UPTREND,RETAIL,4.35,12.97,36.45,0.464
TCPLPACK,CHEMICALS,4037.6,2026-08-17,88.19,83.08,32.75,50.0,38.89,61.05,NEUTRAL,0.9,54.94,EMERGING,STRONG_UPTREND,RETAIL,23.65,52.02,19.46,0.275
PNGSREVA,FMCG,576.45,2026-08-17,85.67,79.02,34.44,47.09,50.0,61.03,NEUTRAL,0.9,54.93,EMERGING,INSUFFICIENT_DATA,RETAIL,43.57,53.8,,0.556
TATVA,CHEMICALS,1685.8,2026-08-17,87.72,83.42,32.75,50.0,38.89,61.0,NEUTRAL,0.9,54.9,EMERGING,UPTREND,RETAIL,18.87,28.07,62.3,0.208
INDOTECH,OTHER,3608.4,2026-08-17,69.9,87.7,42.21,50.0,50.0,60.96,NEUTRAL,0.9,54.86,EMERGING,INSUFFICIENT_DATA,RETAIL,,38.8,102.9,0.604
RBLBANK,BANKING,381.5,2026-08-17,74.48,94.3,38.23,50.0,38.89,60.96,NEUTRAL,0.9,54.86,EMERGING,STRONG_UPTREND,DII,5.15,12.84,49.37,0.328
GALAXYSURF,CHEMICALS,2403.7,2026-08-17,89.04,81.54,32.75,50.0,38.89,60.95,NEUTRAL,0.9,54.86,EMERGING,STRONG_UPTREND,RETAIL,24.06,31.72,7.45,9.802
CINELINE,MEDIA,88.49,2026-08-17,75.42,81.7,41.2,50.0,50.0,60.94,NEUTRAL,0.9,54.85,EMERGING,STRONG_UPTREND,RETAIL,16.45,10.5,-1.75,0.421
360ONE,FINANCIAL_SERVICES,1173.0,2026-08-17,74.73,89.78,38.17,50.0,44.44,60.94,NEUTRAL,0.9,54.85,EMERGING,STRONG_UPTREND,RETAIL,8.48,7.24,7.87,1.098
SURAKSHA,HEALTHCARE,308.45,2026-08-17,72.87,85.26,40.84,50.0,50.0,60.94,NEUTRAL,0.9,54.85,EMERGING,STRONG_UPTREND,RETAIL,18.68,0.88,1.46,1.017
SARLAPOLY,TEXTILES,101.61,2026-08-17,63.03,83.08,38.69,50.0,72.22,60.94,NEUTRAL,0.9,54.85,EMERGING,STRONG_UPTREND,RETAIL,3.67,5.97,-1.55,0.65
GUFICBIO,PHARMA,418.2,2026-08-17,83.78,86.7,34.05,50.0,38.89,60.93,NEUTRAL,0.9,54.84,EMERGING,STRONG_UPTREND,RETAIL,7.7,48.3,10.94,3.2
PONNIERODE,FMCG,350.75,2026-08-17,78.82,95.4,34.44,47.09,38.89,60.92,NEUTRAL,0.9,54.83,EMERGING,STRONG_UPTREND,RETAIL,6.47,14.47,21.62,9.762
PAUSHAKLTD,CHEMICALS,734.2,2026-08-17,83.63,88.12,32.75,50.0,38.89,60.92,NEUTRAL,0.9,54.83,EMERGING,INSUFFICIENT_DATA,RETAIL,30.58,59.12,,0.233
THAKDEV,REALTY,154.18,2026-08-17,69.51,89.16,40.96,50.0,50.0,60.9,NEUTRAL,0.9,54.81,EMERGING,INSUFFICIENT_DATA,DII,8.86,,,6.31
MANAPPURAM,FINANCIAL_SERVICES,348.6,2026-08-17,76.76,82.72,38.17,50.0,50.0,60.87,NEUTRAL,0.9,54.78,EMERGING,UPTREND,RETAIL,7.23,13.38,30.61,0.385
MEDANTA,HEALTHCARE,1415.1,2026-08-17,68.94,89.82,40.84,50.0,50.0,60.87,NEUTRAL,0.9,54.78,EMERGING,STRONG_UPTREND,RETAIL,6.22,13.89,1.08,0.236
TMB,REALTY,843.7,2026-08-17,80.16,84.02,40.96,50.0,38.89,60.87,NEUTRAL,0.9,54.78,EMERGING,UPTREND,DII,5.79,26.29,98.73,0.149
ORIENTBELL,CAPITAL_GOODS,349.05,2026-08-17,78.53,89.86,37.1,50.0,38.89,60.86,NEUTRAL,0.9,54.77,EMERGING,STRONG_UPTREND,RETAIL,11.52,8.03,20.22,0.69
